uid,time,chan0,chan1,chan2,chan3,conver,pattern
1,2,0,1,0,0,1,2
1,3,1,0,0,0,0,2
1,4,0,3,0,0,0,2
1,5,4,0,0,1,0,1
1,6,0,0,1,1,1,1
1,7,0,0,0,0,0,0
1,8,0,0,1,0,0,0
1,9,1,0,0,0,1,0
1,10,0,0,0,0,0,0
1,11,0,0,1,0,1,0
1,12,0,0,0,0,0,0
1,13,0,0,0,0,0,0
1,14,0,0,0,1,0,0
1,15,0,0,0,0,0,0
1,16,0,1,1,0,1,0
1,17,0,0,1,0,0,0
1,18,0,0,0,0,0,2
1,19,0,0,0,0,0,2
1,20,0,1,0,0,0,2
1,21,0,0,0,0,0,2
1,22,0,1,1,0,1,2
1,23,1,1,0,0,1,2
1,24,0,0,0,0,0,2
1,25,0,0,0,0,0,2
1,26,0,2,0,1,2,2
1,27,0,0,0,0,0,2
1,28,1,1,1,1,2,2
1,29,0,0,1,1,0,1
1,30,0,0,0,0,0,1
1,31,1,1,0,0,0,1
1,32,1,0,0,1,0,1
1,33,0,0,0,0,0,1
1,34,0,1,1,0,0,1
1,35,0,0,0,0,0,1
1,36,0,0,0,0,0,1
1,37,0,0,0,0,0,1
1,38,0,0,0,0,0,1
1,39,0,0,1,1,0,1
1,40,0,1,0,3,1,1
1,41,1,0,0,0,1,1
1,42,0,0,0,1,0,1
1,43,0,0,0,2,0,1
1,44,0,0,0,1,0,1
1,45,0,0,1,1,0,1
1,46,0,0,0,1,1,1
1,47,0,0,0,1,1,1
1,48,1,0,0,0,1,0
1,49,0,0,0,0,0,0
1,50,1,0,1,0,1,0
1,51,0,0,2,0,0,0
1,52,0,0,1,0,0,0
1,53,0,1,0,0,1,0
1,54,2,0,0,0,2,0
1,55,1,0,0,0,0,2
1,56,0,0,0,0,0,2
1,57,0,1,0,0,1,2
1,58,0,0,0,0,0,2
1,59,0,1,0,0,0,2
1,60,1,1,0,0,1,2
1,61,0,0,1,0,0,2
1,62,1,0,0,0,0,2
1,63,0,1,0,0,1,2
1,64,1,0,0,1,2,0
1,65,0,0,0,0,0,2
1,66,0,0,1,1,0,2
1,67,0,0,0,1,0,2
1,68,0,0,0,0,0,2
1,69,0,1,0,0,0,2
1,70,0,0,0,0,0,2
1,71,0,0,0,0,0,0
1,72,1,0,1,0,1,0
1,73,0,0,0,0,0,0
1,74,0,0,0,0,0,0
1,75,1,2,1,0,1,0
1,76,0,0,0,0,0,0
1,77,0,0,0,0,0,0
1,78,2,0,0,0,1,0
1,79,0,0,0,0,0,0
1,80,0,0,0,0,0,0
1,81,1,0,0,1,0,0
1,82,0,1,0,0,0,1
1,83,0,0,1,1,0,1
1,84,0,0,1,0,0,1
1,85,0,0,0,1,0,1
1,86,0,1,0,0,0,2
1,87,0,1,0,0,1,2
1,88,2,2,0,0,3,0
1,89,1,0,0,0,0,0
1,90,0,1,0,0,0,0
1,91,0,0,0,0,0,0
1,92,1,0,1,0,1,0
1,93,0,0,0,0,0,0
1,94,0,2,0,0,0,0
1,95,0,1,0,0,0,0
1,96,2,0,0,0,1,0
1,97,0,0,1,1,3,0
1,98,0,0,0,0,0,0
1,99,0,1,0,0,0,0
1,100,1,1,0,0,0,0
1,101,0,0,1,1,0,0
1,102,1,1,1,0,2,0
1,103,0,1,0,1,0,0
1,104,0,0,0,0,0,0
1,105,0,0,0,0,0,0
1,106,0,0,0,0,0,0
1,107,1,0,0,1,2,2
1,108,0,0,0,2,0,2
1,109,0,0,0,0,1,2
1,110,0,1,1,0,0,2
1,111,0,0,0,0,0,2
1,112,0,0,0,0,0,2
1,113,0,1,0,0,0,2
1,114,2,1,1,0,1,0
1,115,2,1,0,0,1,0
1,116,0,0,0,0,0,0
1,117,0,0,0,1,1,0
1,118,0,1,0,0,2,0
1,119,0,0,0,1,0,0
2,0,2,0,0,2,4,1
2,1,0,0,1,0,0,1
2,2,1,1,0,1,0,0
2,3,1,0,0,1,0,0
2,4,0,1,1,1,0,0
2,5,0,0,0,0,0,0
2,6,0,2,0,0,1,0
2,7,0,3,1,0,1,0
2,8,1,0,0,1,1,0
2,9,0,1,0,1,0,0
2,10,2,0,0,0,1,0
2,11,0,1,2,1,0,0
2,12,0,2,0,1,1,0
2,13,0,0,0,0,0,0
2,14,0,1,1,2,3,1
2,15,0,0,1,0,0,1
2,16,1,0,1,1,1,1
2,17,1,1,0,0,1,0
2,18,0,0,0,0,0,0
2,19,1,0,0,0,0,0
2,20,0,1,2,0,1,0
2,21,0,0,1,0,0,0
2,22,0,0,0,0,0,0
2,23,0,0,0,0,0,0
2,24,0,0,0,2,0,0
2,25,0,2,1,1,0,2
2,26,0,1,1,1,1,2
2,27,1,1,0,1,5,2
2,28,0,0,0,0,0,2
2,29,1,2,0,0,0,2
2,30,0,1,0,0,0,2
2,31,0,1,1,0,2,2
2,32,1,1,0,1,0,2
2,33,0,2,0,3,1,2
2,34,1,0,1,0,1,2
2,35,0,0,0,1,0,2
2,36,0,0,0,2,0,2
2,37,0,0,0,0,1,2
2,38,0,2,0,0,0,2
2,39,1,0,0,2,0,2
2,40,1,0,0,1,0,2
2,41,1,0,0,0,0,2
2,42,0,0,1,0,0,2
2,43,0,3,0,0,0,2
2,44,0,1,1,1,1,2
2,45,1,0,1,0,0,2
2,46,0,0,0,0,1,2
2,47,1,0,1,0,0,2
2,48,0,0,0,0,0,2
2,49,0,0,0,1,0,2
2,50,0,1,0,1,0,2
2,51,1,0,0,1,0,2
2,52,2,1,0,0,3,2
2,53,0,2,0,0,0,2
2,54,1,2,2,1,1,2
2,55,0,2,0,0,1,2
2,56,0,1,0,3,0,2
2,57,0,1,0,0,0,2
2,58,0,2,2,1,0,2
2,59,1,3,2,0,1,2
2,60,0,0,1,0,0,2
2,61,0,0,0,1,0,2
2,62,0,1,0,1,0,2
2,63,0,1,0,0,0,2
2,64,1,0,2,2,2,2
2,65,2,1,1,0,0,2
2,66,0,0,0,0,0,2
2,67,0,2,0,1,2,2
2,68,0,0,2,1,1,2
2,69,0,1,0,0,0,2
2,70,0,0,0,1,0,2
2,71,0,1,1,0,2,2
2,72,0,0,1,0,0,2
2,73,1,2,0,1,1,2
2,74,1,0,0,1,0,2
2,75,1,2,1,0,1,2
2,76,0,0,0,0,1,2
2,77,1,0,0,1,0,2
2,78,1,0,2,1,5,2
2,79,0,1,0,0,0,2
2,80,1,1,1,0,0,2
2,81,1,0,0,0,1,2
2,82,0,2,0,0,0,2
2,83,0,0,0,0,0,2
2,84,0,3,0,0,1,2
2,85,1,1,0,0,1,2
2,86,0,1,1,1,0,0
2,87,0,2,0,0,1,0
2,88,2,1,0,0,0,0
2,89,2,1,0,1,0,0
2,90,1,1,0,0,2,0
2,91,0,1,1,0,0,0
2,92,2,1,2,0,0,1
2,93,1,2,1,2,1,1
2,94,0,0,2,0,0,1
2,95,0,0,2,0,0,1
2,96,0,0,2,0,0,1
2,97,0,1,0,0,0,0
2,98,0,1,1,1,2,0
2,99,3,0,1,1,2,0
2,100,0,4,0,0,2,0
2,101,0,1,0,1,1,0
2,102,1,0,2,1,1,0
2,103,2,1,1,2,2,0
2,104,1,2,0,0,1,0
2,105,0,0,1,0,1,0
2,106,2,1,0,0,0,0
2,107,0,1,0,1,1,1
2,108,1,0,1,1,0,1
2,109,0,1,0,1,0,1
2,110,0,0,0,1,1,1
2,111,0,0,1,0,0,1
2,112,0,1,2,1,1,1
2,113,0,0,0,1,1,1
2,114,0,1,2,2,1,1
2,115,0,1,1,1,1,1
2,116,0,0,0,3,1,1
2,117,0,1,0,2,0,1
2,118,0,2,0,2,2,1
2,119,1,0,0,0,0,2
3,0,1,0,0,1,2,0
3,1,2,1,2,2,2,0
3,2,0,0,0,1,1,0
3,3,1,1,0,0,1,0
3,4,1,0,0,0,0,0
3,5,0,0,0,1,1,0
3,6,1,0,0,0,1,0
3,7,1,2,1,0,3,0
3,8,1,2,1,0,2,0
3,9,0,1,0,0,0,0
3,10,0,2,0,0,0,0
3,11,1,0,1,0,0,0
3,12,0,1,1,1,1,1
3,13,0,1,2,1,1,1
3,14,1,0,1,0,0,1
3,15,0,1,0,0,0,2
3,16,0,1,1,0,0,2
3,17,0,1,0,0,1,2
3,18,1,4,1,0,0,2
3,19,2,1,1,2,1,2
3,20,0,1,0,0,1,2
3,21,0,0,0,0,0,2
3,22,1,2,0,0,1,2
3,23,1,1,1,0,0,2
3,24,0,0,1,0,1,2
3,25,2,1,0,2,0,2
3,26,1,0,2,0,1,2
3,27,2,0,0,0,1,0
3,28,1,0,0,1,1,0
3,29,0,2,0,1,2,0
3,30,0,2,1,1,0,2
3,31,0,0,1,1,0,1
3,32,3,0,2,0,3,1
3,33,0,0,1,0,1,1
3,34,0,0,0,0,0,1
3,35,0,0,1,1,0,1
3,36,1,2,1,2,2,1
3,37,0,1,1,1,1,1
3,38,0,0,0,0,0,1
3,39,0,1,0,1,5,1
3,40,0,2,1,0,1,1
3,41,0,1,0,0,1,1
3,42,1,2,1,2,3,1
3,43,2,1,0,2,0,1
3,44,0,1,0,2,1,1
3,45,0,0,1,0,0,1
3,46,1,1,0,0,0,1
3,47,0,1,2,1,2,1
3,48,0,1,1,1,0,1
3,49,1,1,0,1,0,1
3,50,1,1,0,1,0,1
3,51,0,0,0,0,0,1
3,52,0,0,1,0,0,1
3,53,1,1,0,0,2,2
3,54,1,0,1,1,0,0
3,55,1,1,1,1,2,0
3,56,1,2,1,1,1,0
3,57,0,0,1,0,1,0
3,58,2,0,0,2,0,0
3,59,3,2,0,0,1,0
3,60,0,0,0,0,0,0
3,61,1,1,2,1,1,0
3,62,2,0,0,2,0,0
3,63,0,1,0,1,1,0
3,64,0,0,2,0,0,0
3,65,0,2,0,0,1,0
3,66,4,3,1,0,2,0
3,67,1,0,0,2,0,0
3,68,0,0,2,1,0,2
3,69,2,1,1,1,0,2
3,70,0,3,0,1,2,2
3,71,1,0,1,0,0,2
3,72,1,0,1,0,0,2
3,73,1,0,1,0,0,2
3,74,0,0,0,0,0,2
3,75,0,1,0,0,1,2
3,76,0,0,0,1,1,2
3,77,0,2,1,2,3,2
3,78,0,1,0,1,3,2
3,79,0,2,0,1,1,2
3,80,0,2,1,2,0,2
3,81,0,0,0,0,0,2
3,82,2,0,2,1,3,1
3,83,0,0,0,2,0,1
3,84,0,0,0,0,1,1
3,85,0,0,0,0,0,2
3,86,1,0,0,2,0,2
3,87,1,1,0,1,1,2
3,88,2,0,1,0,0,2
3,89,0,0,0,1,0,2
3,90,0,2,0,0,0,2
3,91,1,1,0,0,0,2
3,92,0,0,0,1,1,2
3,93,0,1,0,0,0,2
3,94,2,0,1,0,0,2
3,95,0,2,0,0,2,2
3,96,2,1,0,1,2,2
3,97,1,0,0,1,0,2
3,98,1,0,1,0,1,2
3,99,1,2,1,1,3,2
3,100,0,2,0,1,2,2
3,101,1,1,0,0,1,2
3,102,1,0,3,2,2,2
3,103,0,0,0,1,0,2
3,104,1,0,1,0,0,1
3,105,1,0,0,3,1,1
3,106,1,1,0,2,2,1
3,107,2,0,1,3,2,1
3,108,0,2,0,1,1,0
3,109,1,0,0,0,0,0
3,110,2,0,0,0,3,0
3,111,1,0,1,0,1,0
3,112,2,1,0,1,1,0
3,113,0,0,0,1,0,0
3,114,1,1,0,0,0,0
3,115,2,0,0,0,1,0
3,116,1,0,1,0,0,0
3,117,1,1,0,0,0,2
3,118,1,0,1,0,1,2
3,119,1,2,0,0,1,2
4,0,1,1,0,0,0,0
4,1,1,0,0,0,0,0
4,2,0,0,0,0,0,0
4,3,1,0,1,1,1,0
4,4,2,0,0,4,1,1
4,5,0,0,0,0,0,1
4,6,2,2,0,0,1,0
4,7,0,2,1,1,0,0
4,8,1,1,0,1,2,0
4,9,1,0,2,1,0,0
4,10,1,3,1,1,0,0
4,11,1,0,0,1,1,0
4,12,1,1,0,0,3,0
4,13,0,0,1,3,0,0
4,14,0,0,1,0,0,0
4,15,1,2,0,0,1,0
4,16,0,1,0,2,1,1
4,17,0,0,0,0,0,1
4,18,0,1,0,1,0,1
4,19,1,2,4,2,2,1
4,20,1,0,0,1,0,1
4,21,1,0,0,3,1,1
4,22,0,1,0,2,1,1
4,23,0,2,1,2,1,1
4,24,1,2,1,2,1,1
4,25,1,1,0,1,0,1
4,26,1,0,0,0,0,1
4,27,1,1,1,1,0,1
4,28,1,0,0,0,0,1
4,29,3,1,1,1,0,1
4,30,3,0,0,0,3,1
4,31,0,0,0,2,2,1
4,32,1,2,2,3,2,1
4,33,0,1,0,0,0,1
4,34,0,0,1,0,0,1
4,35,0,3,0,1,0,2
4,36,0,0,0,2,1,2
4,37,1,1,1,0,0,2
4,38,0,0,0,1,0,2
4,39,0,1,1,0,0,0
4,40,1,1,1,0,0,0
4,41,1,1,2,0,2,0
4,42,1,0,2,0,1,0
4,43,2,0,0,1,1,0
4,44,0,1,1,0,1,0
4,45,0,0,0,2,0,0
4,46,0,1,0,1,0,2
4,47,0,0,1,1,0,2
4,48,0,2,0,0,0,2
4,49,1,1,0,0,1,2
4,50,2,0,1,1,1,2
4,51,0,0,2,1,0,2
4,52,1,0,0,1,0,2
4,53,0,3,0,0,0,2
4,54,0,0,2,1,0,2
4,55,3,2,0,0,0,2
4,56,1,2,0,0,3,2
4,57,3,0,1,3,1,2
4,58,0,0,1,0,0,2
4,59,0,1,1,0,0,2
4,60,1,2,0,1,3,2
4,61,0,0,1,1,0,0
4,62,1,2,0,1,1,0
4,63,1,0,1,0,1,0
4,64,1,1,0,1,0,0
4,65,1,0,0,1,1,0
4,66,3,0,0,0,0,0
4,67,1,1,0,0,0,0
4,68,0,0,0,0,0,0
4,69,2,0,1,1,3,0
4,70,2,1,1,1,0,0
4,71,1,0,0,1,0,0
4,72,1,0,0,0,0,0
4,73,1,1,2,0,1,0
4,74,2,1,0,0,2,0
4,75,1,2,1,2,0,0
4,76,2,2,0,0,0,0
4,77,0,1,2,1,0,0
4,78,0,0,0,1,0,0
4,79,0,2,1,0,0,0
4,80,0,3,0,2,1,2
4,81,1,1,0,0,0,2
4,82,0,0,3,1,0,2
4,83,0,0,0,0,0,2
4,84,0,0,0,1,0,2
4,85,0,1,0,2,2,2
4,86,1,1,0,1,2,2
4,87,0,0,0,1,0,2
4,88,0,3,0,0,1,2
4,89,1,1,1,1,0,0
4,90,1,1,0,0,1,0
4,91,0,0,1,0,0,1
4,92,1,1,0,0,1,1
4,93,1,0,0,3,0,1
4,94,2,2,1,1,2,1
4,95,0,1,0,0,0,1
4,96,2,2,1,2,4,1
4,97,0,0,1,0,0,1
4,98,0,2,1,0,2,1
4,99,2,1,2,0,3,1
4,100,2,3,1,4,1,1
4,101,0,0,1,3,1,1
4,102,0,0,1,3,1,0
4,103,1,0,1,0,0,0
4,104,3,0,1,0,1,0
4,105,2,0,0,0,0,0
4,106,1,1,0,0,1,0
4,107,0,0,0,0,0,0
4,108,0,1,0,1,0,0
4,109,0,0,1,0,0,0
4,110,2,0,0,1,0,0
4,111,0,0,0,0,0,0
4,112,2,0,1,0,0,0
4,113,2,0,0,0,0,0
4,114,2,0,0,0,1,0
4,115,3,1,0,2,2,1
4,116,0,1,0,0,0,1
4,117,3,1,0,3,2,1
4,118,0,2,1,0,0,1
4,119,0,1,2,0,2,1
5,0,0,0,0,1,0,0
5,1,4,1,2,0,3,0
5,2,0,1,1,1,1,0
5,3,1,3,0,3,2,0
5,4,2,0,0,0,2,0
5,5,1,1,0,0,0,0
5,6,2,1,0,1,3,0
5,7,0,1,0,0,1,0
5,8,1,1,0,2,2,0
5,9,2,0,0,1,0,0
5,10,1,0,1,0,0,0
5,11,1,0,0,0,1,2
5,12,1,2,0,0,1,2
5,13,0,1,0,0,0,2
5,14,0,1,1,0,0,2
5,15,0,0,3,1,1,2
5,16,0,0,2,0,2,2
5,17,1,0,0,1,1,2
5,18,1,1,0,1,1,2
5,19,0,1,0,1,0,2
5,20,0,1,0,0,0,2
5,21,2,1,0,2,1,2
5,22,1,1,0,0,0,2
5,23,0,0,1,1,0,2
5,24,1,1,1,0,1,2
5,25,2,2,0,5,1,2
5,26,0,2,1,1,1,2
5,27,0,2,0,0,0,2
5,28,0,0,2,2,1,2
5,29,0,0,0,2,0,2
5,30,1,3,0,0,2,2
5,31,0,0,2,0,0,2
5,32,2,0,1,2,2,1
5,33,0,1,1,3,1,1
5,34,1,0,2,2,1,1
5,35,2,0,0,2,1,1
5,36,1,1,3,0,4,1
5,37,1,0,1,1,0,1
5,38,4,1,0,0,1,1
5,39,0,0,1,2,1,1
5,40,1,1,1,0,0,0
5,41,2,0,0,1,1,0
5,42,0,0,2,0,1,0
5,43,1,0,0,0,0,0
5,44,0,3,3,0,2,0
5,45,2,0,0,2,0,0
5,46,2,0,1,1,2,0
5,47,1,1,2,0,0,2
5,48,1,0,0,0,0,2
5,49,1,0,1,0,0,1
5,50,3,0,0,0,3,1
5,51,1,0,2,0,0,1
5,52,0,0,0,2,1,1
5,53,0,1,0,2,0,1
5,54,2,0,1,0,3,1
5,55,2,2,1,1,1,1
5,56,1,2,0,1,1,0
5,57,0,1,1,0,0,0
5,58,0,1,0,1,0,0
5,59,0,0,0,1,0,0
5,60,1,0,2,1,0,0
5,61,1,1,1,0,1,0
5,62,1,1,0,0,0,0
5,63,5,2,0,1,0,1
5,64,1,1,1,1,1,1
5,65,0,0,1,1,0,1
5,66,1,0,0,2,0,1
5,67,0,2,1,0,1,1
5,68,0,1,3,0,0,1
5,69,2,1,2,5,2,1
5,70,2,1,1,4,4,1
5,71,1,0,2,0,0,1
5,72,2,4,0,3,6,1
5,73,0,0,3,1,3,1
5,74,0,1,3,1,2,1
5,75,0,2,0,2,3,2
5,76,0,0,0,0,0,2
5,77,1,0,0,1,0,2
5,78,1,2,0,1,0,2
5,79,2,1,0,2,1,0
5,80,0,0,1,0,0,0
5,81,4,0,1,0,1,0
5,82,0,0,0,1,1,0
5,83,2,1,2,1,0,0
5,84,0,1,1,1,0,0
5,85,1,2,0,2,2,0
5,86,0,0,1,2,2,0
5,87,0,1,0,1,0,0
5,88,3,1,0,1,5,0
5,89,1,0,0,0,0,2
5,90,1,0,0,0,0,2
5,91,1,1,1,4,1,2
5,92,0,2,1,1,2,2
5,93,0,1,0,0,0,2
5,94,0,2,4,1,0,2
5,95,2,2,0,1,1,2
5,96,0,1,0,0,0,2
5,97,0,2,0,1,0,2
5,98,3,1,2,2,3,0
5,99,1,2,0,0,1,0
5,100,0,1,0,0,0,0
5,101,0,1,0,0,0,0
5,102,0,1,1,3,1,0
5,103,2,2,0,0,0,0
5,104,2,0,0,0,0,0
5,105,0,0,1,0,0,0
5,106,1,2,0,0,3,0
5,107,0,1,0,0,1,0
5,108,1,1,1,0,0,0
5,109,1,0,2,0,3,0
5,110,0,1,1,1,0,0
5,111,1,2,0,0,0,0
5,112,1,4,0,1,1,0
5,113,0,2,0,0,0,0
5,114,1,1,0,0,1,0
5,115,1,0,0,0,1,0
5,116,1,0,0,0,1,0
5,117,2,0,1,2,0,0
5,118,2,0,0,1,0,0
5,119,1,0,2,2,3,0
6,0,3,1,0,0,1,0
6,1,2,0,1,2,1,0
6,2,1,1,0,1,1,0
6,3,0,1,1,1,0,2
6,4,0,1,0,0,1,2
6,5,0,0,0,0,1,2
6,6,0,1,0,1,0,2
6,7,1,2,1,1,2,2
6,8,1,3,0,0,0,2
6,9,2,0,2,1,1,2
6,10,1,1,1,0,0,2
6,11,1,2,0,0,1,2
6,12,0,2,0,0,2,2
6,13,0,1,1,1,2,2
6,14,2,1,1,0,3,2
6,15,0,3,0,0,2,2
6,16,1,1,0,1,0,2
6,17,1,0,1,1,0,2
6,18,0,0,0,1,0,2
6,19,1,4,2,0,2,2
6,20,1,3,2,0,3,2
6,21,1,2,1,2,2,2
6,22,2,1,0,0,1,2
6,23,0,2,0,2,0,2
6,24,0,2,0,2,2,2
6,25,0,1,1,1,0,2
6,26,1,1,1,1,1,2
6,27,0,0,1,2,0,2
6,28,1,0,2,1,1,2
6,29,0,0,0,1,2,2
6,30,1,0,2,1,1,2
6,31,2,1,3,2,1,2
6,32,3,1,1,0,0,2
6,33,0,0,0,0,2,2
6,34,3,0,0,2,3,1
6,35,1,1,0,0,1,1
6,36,0,0,1,2,3,1
6,37,0,0,1,2,0,1
6,38,0,0,0,1,2,1
6,39,0,3,1,0,1,1
6,40,0,1,2,0,2,1
6,41,0,0,0,1,0,1
6,42,0,0,2,0,0,1
6,43,0,2,1,0,1,1
6,44,0,1,1,0,0,1
6,45,0,2,3,0,0,1
6,46,2,1,1,1,1,1
6,47,1,1,1,1,1,1
6,48,1,0,1,1,0,1
6,49,0,0,1,1,0,1
6,50,0,0,1,0,0,1
6,51,0,1,1,1,1,2
6,52,3,1,1,3,3,2
6,53,3,0,1,1,4,2
6,54,1,1,0,0,1,2
6,55,1,3,1,0,2,2
6,56,1,1,0,1,2,2
6,57,1,1,0,0,0,2
6,58,1,0,1,0,0,2
6,59,0,2,0,1,1,2
6,60,1,2,0,0,0,2
6,61,2,0,4,5,4,1
6,62,1,1,0,2,1,1
6,63,0,2,1,1,0,0
6,64,1,3,2,0,1,0
6,65,1,0,1,0,1,0
6,66,0,1,1,0,0,0
6,67,1,2,0,0,1,0
6,68,2,0,0,2,2,0
6,69,1,1,0,2,0,0
6,70,1,1,0,0,1,0
6,71,2,1,1,1,1,0
6,72,0,0,1,1,4,0
6,73,0,1,2,1,1,0
6,74,0,0,1,1,0,0
6,75,0,1,0,1,0,0
6,76,1,3,0,0,1,0
6,77,1,0,2,2,0,0
6,78,1,2,1,2,1,0
6,79,0,0,1,1,0,0
6,80,0,0,0,0,0,0
6,81,0,0,1,1,1,1
6,82,0,1,0,0,0,1
6,83,0,0,2,1,1,1
6,84,0,1,0,0,0,1
6,85,0,0,1,0,2,1
6,86,0,2,1,0,2,1
6,87,0,0,1,1,1,1
6,88,0,1,0,0,0,1
6,89,0,1,1,4,2,1
6,90,1,0,0,1,0,1
6,91,2,0,1,1,0,1
6,92,1,1,3,0,0,1
6,93,1,0,1,0,0,1
6,94,0,0,1,2,1,1
6,95,0,0,1,1,1,1
6,96,0,0,2,0,0,1
6,97,0,3,1,1,4,1
6,98,0,0,0,2,0,2
6,99,1,1,0,0,0,2
6,100,1,1,2,0,0,2
6,101,0,0,1,1,0,2
6,102,2,0,5,1,0,2
6,103,0,1,0,0,0,2
6,104,1,1,2,2,1,2
6,105,2,0,0,2,3,2
6,106,2,1,0,2,0,0
6,107,0,0,2,0,2,0
6,108,2,0,0,2,2,0
6,109,1,1,1,0,1,0
6,110,2,0,0,0,1,0
6,111,0,1,2,1,3,0
6,112,0,0,1,1,0,0
6,113,1,0,2,1,1,0
6,114,4,2,0,1,2,0
6,115,2,2,0,1,2,0
6,116,0,2,0,0,0,0
6,117,1,0,1,1,0,0
6,118,2,0,1,0,1,0
6,119,1,1,2,0,1,0
7,0,1,0,0,4,1,1
7,1,1,0,4,0,1,1
7,2,0,1,1,0,0,1
7,3,2,0,1,2,2,1
7,4,0,0,1,2,1,1
7,5,0,1,1,0,0,1
7,6,0,0,0,2,1,1
7,7,0,1,1,0,0,1
7,8,0,0,1,1,0,1
7,9,0,0,0,0,0,1
7,10,0,1,0,0,1,1
7,11,0,1,2,0,0,1
7,12,1,1,0,2,0,1
7,13,1,0,0,3,0,1
7,14,0,0,0,0,0,1
7,15,2,1,1,0,1,1
7,16,0,0,0,2,0,1
7,17,0,1,1,2,1,1
7,18,1,0,2,0,0,1
7,19,0,0,0,0,0,1
7,20,0,1,1,1,2,1
7,21,0,1,1,1,0,1
7,22,0,0,0,1,0,2
7,23,1,0,0,0,0,2
7,24,1,2,2,0,0,2
7,25,0,1,1,0,0,2
7,26,1,1,1,0,2,2
7,27,3,1,2,2,0,2
7,28,1,1,0,1,0,2
7,29,2,1,0,1,1,2
7,30,2,0,0,1,4,2
